GeneID	Length	logFC	logCPM	LR	PValue	FDR
ENSG00000275216	4205	2.79061265459885	4.81181315605113	34.3607166802844	4.57872217944957e-09	5.84164933593658e-07
ENSG00000249992	1813	6.23614931404533	6.04100323884446	33.3215596294595	7.81118415737917e-09	9.50433064927034e-07
ENSG00000134339	2227	7.1312502375128	7.79785763255921	32.0320277392591	1.51651603727992e-08	1.73291628225177e-06
ENSG00000125730	8328	5.71877227171942	8.50695324944748	31.4824734705413	2.01248587086933e-08	2.20383973575782e-06
ENSG00000198768	3942	4.3395100257204	2.84167401023103	31.0920183776154	2.46081195569168e-08	2.54626219761766e-06
ENSG00000143507	2914	2.46095525686469	5.31369388170407	30.9768684212863	2.61122037244579e-08	2.64845049067873e-06
ENSG00000157510	4721	2.30371698456777	6.00879516541414	30.9703290994333	2.62003320742892e-08	2.64845049067873e-06
ENSG00000206538	11574	4.32238213312477	3.17541111563719	30.5955959738427	3.1781433381315e-08	3.0936282671397e-06
ENSG00000102103	1903	2.17374510701807	6.43933935290713	30.4218359193593	3.47593362297174e-08	3.33410538244318e-06
ENSG00000062282	7905	2.68363323411427	4.28166230994347	29.8475682762751	4.67382721229438e-08	4.33296839259383e-06
ENSG00000183087	6006	2.7609270379852	7.46693801997585	29.8441183110747	4.68215137164846e-08	4.33296839259383e-06
ENSG00000169884	2629	3.2244674113271	2.81420122759605	29.5819337988909	5.36022201726147e-08	4.89157482839118e-06
ENSG00000221869	2178	3.49859904331202	6.79891266411645	29.3747907965549	5.96485460224011e-08	5.36877769370118e-06
ENSG00000143382	6432	3.55970200948663	2.43754941681761	29.0961703821826	6.88729924625584e-08	6.15687070714612e-06
ENSG00000168297	5354	2.20463783450898	5.88618969880373	29.0461154561054	7.06756760944263e-08	6.27533148349227e-06
ENSG00000182578	5151	3.04790961863823	2.96556773787178	28.2845874874723	1.04726518802354e-07	8.89808114844675e-06
ENSG00000101187	4051	3.7174758522503	5.41686181599982	28.1170943633545	1.14192760837279e-07	9.53704793835624e-06
